timestamp,agent,phase,hand,previous_bids,bid_choice,selected_card,current_trick,game_mode,bids,my_played_cards,global_played_cards,tricks_played,tricks_won,dealer_index
2025-02-20T20:25:51.821077,ML Agent 2,playing,4C;8C;2H;4H;TH;JH;3S,,,8C,0:KC;1:7C,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D,6,2;0;0;4,
2025-02-20T20:25:52.324045,ML Agent 3,playing,5C;6C;TC;3H;9H;4S;5D,,,TC,0:KC;1:7C;2:8C,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D,6,2;0;0;4,
2025-02-20T20:25:59.359134,ML Agent 1,playing,5H;6H;2S;5S;6S;9S,,,9S,0:9C,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC,7,3;0;0;4,
2025-02-20T20:25:59.865793,ML Agent 2,playing,4C;2H;4H;TH;JH;3S,,,4C,0:9C;1:9S,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC,7,3;0;0;4,
2025-02-20T20:26:00.367762,ML Agent 3,playing,5C;6C;3H;9H;4S;5D,,,6C,0:9C;1:9S;2:4C,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC,7,3;0;0;4,
2025-02-20T20:26:04.321777,ML Agent 1,playing,5H;6H;2S;5S;6S,,,6S,0:JS,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C;9S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C,8,4;0;0;4,
2025-02-20T20:26:04.822943,ML Agent 2,playing,2H;4H;TH;JH;3S,,,3S,0:JS;1:6S,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C;4C,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C,8,4;0;0;4,
2025-02-20T20:26:05.326124,ML Agent 3,playing,5C;3H;9H;4S;5D,,,4S,0:JS;1:6S;2:3S,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC;6C,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C,8,4;0;0;4,
2025-02-20T20:26:07.871245,ML Agent 1,playing,5H;6H;2S;5S,,,5S,0:TS,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C;9S;6S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S,9,5;0;0;4,
2025-02-20T20:26:08.373523,ML Agent 2,playing,2H;4H;TH;JH,,,JH,0:TS;1:5S,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C;4C;3S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S,9,5;0;0;4,
2025-02-20T20:26:08.875574,ML Agent 3,playing,5C;3H;9H;5D,,,9H,0:TS;1:5S;2:JH,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC;6C;4S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S,9,5;0;0;4,
2025-02-20T20:26:11.231243,ML Agent 1,playing,5H;6H;2S,,,2S,0:8S,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C;9S;6S;5S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H,10,6;0;0;4,
2025-02-20T20:26:11.732636,ML Agent 2,playing,2H;4H;TH,,,TH,0:8S;1:2S,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C;4C;3S;JH,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H,10,6;0;0;4,
2025-02-20T20:26:12.236140,ML Agent 3,playing,5C;3H;5D,,,5C,0:8S;1:2S;2:TH,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC;6C;4S;9H,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H,10,6;0;0;4,
2025-02-20T20:26:16.033124,ML Agent 1,playing,5H;6H,,,6H,0:QH,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C;9S;6S;5S;2S,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C,11,7;0;0;4,
2025-02-20T20:26:16.534722,ML Agent 2,playing,2H;4H,,,4H,0:QH;1:6H,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C;4C;3S;JH;TH,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C,11,7;0;0;4,
2025-02-20T20:26:17.037530,ML Agent 3,playing,3H;5D,,,3H,0:QH;1:6H;2:4H,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC;6C;4S;9H;5C,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C,11,7;0;0;4,
2025-02-20T20:26:18.484554,ML Agent 1,playing,5H,,,5H,0:2C,HIGH,2:2D;3:AC,8H;QC;KS;JD;8D;3D;7C;9S;6S;5S;2S;6H,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C;QH;6H;4H;3H,12,8;0;0;4,
2025-02-20T20:26:18.986103,ML Agent 2,playing,2H,,,2H,0:2C;1:5H,HIGH,2:2D;3:AC,KH;JC;QS;TD;4D;2D;8C;4C;3S;JH;TH;4H,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C;QH;6H;4H;3H,12,8;0;0;4,
2025-02-20T20:26:19.489195,ML Agent 3,playing,5D,,,5D,0:2C;1:5H;2:2H,HIGH,2:2D;3:AC,AH;AC;AS;KD;QD;6D;TC;6C;4S;9H;5C;3H,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C;QH;6H;4H;3H,12,8;0;0;4,
2025-02-20T20:26:32.590894,ML Agent 3,bidding,5C;8C;9C;9H;TH;2S;5S;TS;KS;4D;TD;JD;KD,,high,TS,,,,,KH;AH;7H;8H;AC;3C;QC;JC;AS;7S;KS;QS;KD;7D;JD;TD;QD;AD;8D;4D;9D;3D;2D;6D;KC;7C;8C;TC;9C;9S;4C;6C;JS;6S;3S;4S;TS;5S;JH;9H;8S;2S;TH;5C;QH;6H;4H;3H;2C;5H;2H;5D,0,,2
2025-02-21T09:19:47.746346,ML Agent 2,bidding,3C;5C;AC;2H;8H;9H;JH;3S;5S;6S;QS;4D;JD,,low,JH,,,,,,0,,1
2025-02-21T09:19:48.248558,ML Agent 3,bidding,7C;8C;JC;KC;3H;8S;TS;JS;KS;2D;5D;QD;AD,2:JH,low,3H,,,,,,0,,1
2025-02-21T09:20:31.564933,ML Agent 1,bidding,2C;4C;6C;TC;QC;AH;2S;4S;3D;6D;8D;9D;TD,2:JH;3:3H;0:6H,low,9D,,,,,,0,,1
2025-02-21T09:20:35.545722,ML Agent 2,playing,3C;5C;AC;2H;8H;9H;JH;3S;5S;6S;QS;4D;JD,,,2H,,LOW,0:6H;1:9D;2:JH;3:3H,,,0,0;0;0;0,
2025-02-21T09:20:36.047003,ML Agent 3,playing,7C;8C;JC;KC;3H;8S;TS;JS;KS;2D;5D;QD;AD,,,3H,2:2H,LOW,0:6H;1:9D;2:JH;3:3H,,,0,0;0;0;0,
2025-02-21T09:20:48.420821,ML Agent 1,playing,2C;4C;6C;TC;QC;AH;2S;4S;3D;6D;8D;9D;TD,,,AH,2:2H;3:3H;0:4H,LOW,0:6H;1:9D;2:JH;3:3H,,,0,0;0;0;0,
2025-02-21T09:20:48.923302,ML Agent 1,playing,2C;4C;6C;TC;QC;2S;4S;3D;6D;8D;9D;TD,,,2C,,LOW,0:6H;1:9D;2:JH;3:3H,AH,2H;3H;4H;AH,1,0;1;0;0,
2025-02-21T09:20:49.427284,ML Agent 2,playing,3C;5C;AC;8H;9H;JH;3S;5S;6S;QS;4D;JD,,,3C,1:2C,LOW,0:6H;1:9D;2:JH;3:3H,2H,2H;3H;4H;AH,1,0;1;0;0,
2025-02-21T09:20:49.930929,ML Agent 3,playing,7C;8C;JC;KC;8S;TS;JS;KS;2D;5D;QD;AD,,,7C,1:2C;2:3C,LOW,0:6H;1:9D;2:JH;3:3H,3H,2H;3H;4H;AH,1,0;1;0;0,
2025-02-21T09:20:59.104810,ML Agent 1,playing,4C;6C;TC;QC;2S;4S;3D;6D;8D;9D;TD,,,2S,0:5H,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C,2H;3H;4H;AH;2C;3C;7C;9C,2,1;1;0;0,
2025-02-21T09:20:59.612040,ML Agent 2,playing,5C;AC;8H;9H;JH;3S;5S;6S;QS;4D;JD,,,8H,0:5H;1:2S,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C,2H;3H;4H;AH;2C;3C;7C;9C,2,1;1;0;0,
2025-02-21T09:21:00.113760,ML Agent 3,playing,8C;JC;KC;8S;TS;JS;KS;2D;5D;QD;AD,,,2D,0:5H;1:2S;2:8H,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C,2H;3H;4H;AH;2C;3C;7C;9C,2,1;1;0;0,
2025-02-21T09:21:00.616043,ML Agent 2,playing,5C;AC;9H;JH;3S;5S;6S;QS;4D;JD,,,3S,,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D,3,1;1;1;0,
2025-02-21T09:21:01.120156,ML Agent 3,playing,8C;JC;KC;8S;TS;JS;KS;5D;QD;AD,,,8S,2:3S,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D,3,1;1;1;0,
2025-02-21T09:21:06.808678,ML Agent 1,playing,4C;6C;TC;QC;4S;3D;6D;8D;9D;TD,,,4S,2:3S;3:8S;0:7S,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D,3,1;1;1;0,
2025-02-21T09:21:07.311302,ML Agent 3,playing,8C;JC;KC;TS;JS;KS;5D;QD;AD,,,5D,,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S,4,1;1;1;1,
2025-02-21T09:21:18.140702,ML Agent 1,playing,4C;6C;TC;QC;3D;6D;8D;9D;TD,,,3D,3:5D;0:7D,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S,4,1;1;1;1,
2025-02-21T09:21:18.643117,ML Agent 2,playing,5C;AC;9H;JH;5S;6S;QS;4D;JD,,,4D,3:5D;0:7D;1:3D,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S,4,1;1;1;1,
2025-02-21T09:21:29.137682,ML Agent 1,playing,4C;6C;TC;QC;6D;8D;9D;TD,,,4C,0:6H,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D,5,2;1;1;1,
2025-02-21T09:21:29.640440,ML Agent 2,playing,5C;AC;9H;JH;5S;6S;QS;JD,,,9H,0:6H;1:4C,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D,5,2;1;1;1,
2025-02-21T09:21:30.143750,ML Agent 3,playing,8C;JC;KC;TS;JS;KS;QD;AD,,,8C,0:6H;1:4C;2:9H,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D,5,2;1;1;1,
2025-02-21T09:21:30.646945,ML Agent 2,playing,5C;AC;JH;5S;6S;QS;JD,,,5C,,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C,6,2;1;2;1,
2025-02-21T09:21:31.149962,ML Agent 3,playing,JC;KC;TS;JS;KS;QD;AD,,,JC,2:5C,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C,6,2;1;2;1,
2025-02-21T09:21:35.929689,ML Agent 1,playing,6C;TC;QC;6D;8D;9D;TD,,,6C,2:5C;3:JC;0:AS,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C,6,2;1;2;1,
2025-02-21T09:21:36.442982,ML Agent 3,playing,KC;TS;JS;KS;QD;AD,,,TS,,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C,7,2;1;2;2,
2025-02-21T09:21:38.391704,ML Agent 1,playing,TC;QC;6D;8D;9D;TD,,,6D,3:TS;0:9S,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C,7,2;1;2;2,
2025-02-21T09:21:38.893745,ML Agent 2,playing,AC;JH;5S;6S;QS;JD,,,5S,3:TS;0:9S;1:6D,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C,7,2;1;2;2,
2025-02-21T09:21:39.398349,ML Agent 3,playing,KC;JS;KS;QD;AD,,,JS,,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC;TS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S,8,2;1;2;3,
2025-02-21T09:21:51.022423,ML Agent 1,playing,TC;QC;8D;9D;TD,,,8D,3:JS;0:KD,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C;6D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S,8,2;1;2;3,
2025-02-21T09:21:51.524267,ML Agent 2,playing,AC;JH;6S;QS;JD,,,6S,3:JS;0:KD;1:8D,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C;5S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S,8,2;1;2;3,
2025-02-21T09:21:52.028537,ML Agent 3,playing,KC;KS;QD;AD,,,QD,,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC;TS;JS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S,9,2;1;2;4,
2025-02-21T09:21:56.754275,ML Agent 1,playing,TC;QC;9D;TD,,,9D,3:QD;0:KH,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C;6D;8D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S,9,2;1;2;4,
2025-02-21T09:21:57.256250,ML Agent 2,playing,AC;JH;QS;JD,,,JD,3:QD;0:KH;1:9D,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C;5S;6S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S,9,2;1;2;4,
2025-02-21T09:21:57.759526,ML Agent 3,playing,KC;KS;AD,,,KC,,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD,10,2;1;2;5,
2025-02-21T09:22:00.278254,ML Agent 1,playing,TC;QC;TD,,,TC,3:KC;0:QH,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD,10,2;1;2;5,
2025-02-21T09:22:00.780239,ML Agent 2,playing,AC;JH;QS,,,AC,3:KC;0:QH;1:TC,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD,10,2;1;2;5,
2025-02-21T09:22:01.282597,ML Agent 2,playing,JH;QS,,,JH,,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC,11,2;1;3;5,
2025-02-21T09:22:01.787148,ML Agent 3,playing,KS;AD,,,KS,2:JH,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC,11,2;1;3;5,
2025-02-21T09:22:03.313200,ML Agent 1,playing,QC;TD,,,TD,2:JH;3:KS;0:TH,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC,11,2;1;3;5,
2025-02-21T09:22:03.814212,ML Agent 2,playing,QS,,,QS,,LOW,0:6H;1:9D;2:JH;3:3H,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD,12,2;1;4;5,
2025-02-21T09:22:04.317098,ML Agent 3,playing,AD,,,AD,2:QS,LOW,0:6H;1:9D;2:JH;3:3H,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD,12,2;1;4;5,
2025-02-21T09:22:05.352278,ML Agent 1,playing,QC,,,QC,2:QS;3:AD;0:7H,LOW,0:6H;1:9D;2:JH;3:3H,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD,12,2;1;4;5,
2025-02-21T09:22:33.950795,ML Agent 3,bidding,4C;6C;8C;KC;JH;3S;5S;7S;8S;JS;AS;7D;TD,,low,7D,,,,,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC,0,,2
2025-02-21T09:22:44.307994,ML Agent 3,bidding,4C;6C;8C;KC;JH;3S;5S;7S;8S;JS;AS;7D;TD,,low,7D,,,,,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC,0,,2
2025-02-21T09:23:16.584652,ML Agent 1,playing,TC;2H;4H;9H;2S;6S;QS;KS;3D;6D;8D;9D;AD,,,TC,0:3C,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC,0,0;0;0;0,
2025-02-21T09:23:17.087487,ML Agent 2,playing,7C;JC;AC;3H;6H;8H;TH;QH;KH;AH;4S;4D;JD,,,AC,0:3C;1:TC,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC,0,0;0;0;0,
2025-02-21T09:23:17.590261,ML Agent 3,playing,4C;6C;8C;KC;JH;3S;5S;7S;8S;JS;AS;7D;TD,,,KC,0:3C;1:TC;2:AC,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC,0,0;0;0;0,
2025-02-21T09:23:18.094125,ML Agent 2,playing,7C;JC;3H;6H;8H;TH;QH;KH;AH;4S;4D;JD,,,AH,,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC,1,0;0;1;0,
