timestamp,agent,phase,hand,previous_bids,bid_choice,selected_card,current_trick,game_mode,bids,my_played_cards,global_played_cards,tricks_played,tricks_won,dealer_index
2025-02-21T09:23:18.597986,ML Agent 3,playing,4C;6C;8C;JH;3S;5S;7S;8S;JS;AS;7D;TD,,,JH,2:AH,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC,1,0;0;1;0,
2025-02-21T09:23:24.025686,ML Agent 1,playing,2H;4H;9H;2S;6S;QS;KS;3D;6D;8D;9D;AD,,,9H,2:AH;3:JH;0:5H,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC,1,0;0;1;0,
2025-02-21T09:23:24.527901,ML Agent 2,playing,7C;JC;3H;6H;8H;TH;QH;KH;4S;4D;JD,,,KH,,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H,2,0;0;2;0,
2025-02-21T09:23:25.031146,ML Agent 3,playing,4C;6C;8C;3S;5S;7S;8S;JS;AS;7D;TD,,,AS,2:KH,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H,2,0;0;2;0,
2025-02-21T09:23:26.508135,ML Agent 1,playing,2H;4H;2S;6S;QS;KS;3D;6D;8D;9D;AD,,,4H,2:KH;3:AS;0:7H,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H,2,0;0;2;0,
2025-02-21T09:23:27.010019,ML Agent 2,playing,7C;JC;3H;6H;8H;TH;QH;4S;4D;JD,,,QH,,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H,3,0;0;3;0,
2025-02-21T09:23:27.513711,ML Agent 3,playing,4C;6C;8C;3S;5S;7S;8S;JS;7D;TD,,,JS,2:QH,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H,3,0;0;3;0,
2025-02-21T09:23:30.326113,ML Agent 1,playing,2H;2S;6S;QS;KS;3D;6D;8D;9D;AD,,,2H,2:QH;3:JS;0:2C,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H,3,0;0;3;0,
2025-02-21T09:23:30.827835,ML Agent 2,playing,7C;JC;3H;6H;8H;TH;4S;4D;JD,,,JC,,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H,4,0;0;4;0,
2025-02-21T09:23:31.330794,ML Agent 3,playing,4C;6C;8C;3S;5S;7S;8S;7D;TD,,,8C,2:JC,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H,4,0;0;4;0,
2025-02-21T09:23:34.892063,ML Agent 1,playing,2S;6S;QS;KS;3D;6D;8D;9D;AD,,,AD,2:JC;3:8C;0:5C,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H,4,0;0;4;0,
2025-02-21T09:23:35.394568,ML Agent 2,playing,7C;3H;6H;8H;TH;4S;4D;JD,,,JD,,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD,5,0;0;5;0,
2025-02-21T09:23:35.898192,ML Agent 3,playing,4C;6C;3S;5S;7S;8S;7D;TD,,,TD,2:JD,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD,5,0;0;5;0,
2025-02-21T09:23:41.600755,ML Agent 1,playing,2S;6S;QS;KS;3D;6D;8D;9D,,,9D,2:JD;3:TD;0:KD,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD,5,0;0;5;0,
2025-02-21T09:23:43.326835,ML Agent 1,playing,2S;6S;QS;KS;3D;6D;8D,,,8D,0:QD,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D,6,1;0;5;0,
2025-02-21T09:23:43.828632,ML Agent 2,playing,7C;3H;6H;8H;TH;4S;4D,,,4D,0:QD;1:8D,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D,6,1;0;5;0,
2025-02-21T09:23:44.333418,ML Agent 3,playing,4C;6C;3S;5S;7S;8S;7D,,,7D,0:QD;1:8D;2:4D,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D,6,1;0;5;0,
2025-02-21T09:23:45.492176,ML Agent 1,playing,2S;6S;QS;KS;3D;6D,,,6D,0:5D,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D,7,2;0;5;0,
2025-02-21T09:23:45.993858,ML Agent 2,playing,7C;3H;6H;8H;TH;4S,,,TH,0:5D;1:6D,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D,7,2;0;5;0,
2025-02-21T09:23:46.497544,ML Agent 3,playing,4C;6C;3S;5S;7S;8S,,,8S,0:5D;1:6D;2:TH,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD;7D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D,7,2;0;5;0,
2025-02-21T09:23:46.999954,ML Agent 1,playing,2S;6S;QS;KS;3D,,,KS,,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D;6D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S,8,2;1;5;0,
2025-02-21T09:23:47.502889,ML Agent 2,playing,7C;3H;6H;8H;4S,,,4S,1:KS,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D;TH,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S,8,2;1;5;0,
2025-02-21T09:23:48.004542,ML Agent 3,playing,4C;6C;3S;5S;7S,,,7S,1:KS;2:4S,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD;7D;8S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S,8,2;1;5;0,
2025-02-21T09:23:51.352670,ML Agent 1,playing,2S;6S;QS;3D,,,QS,,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D;6D;KS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S,9,2;2;5;0,
2025-02-21T09:23:51.854803,ML Agent 2,playing,7C;3H;6H;8H,,,8H,1:QS,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D;TH;4S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S,9,2;2;5;0,
2025-02-21T09:23:52.357950,ML Agent 3,playing,4C;6C;3S;5S,,,5S,1:QS;2:8H,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD;7D;8S;7S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S,9,2;2;5;0,
2025-02-21T09:23:53.271052,ML Agent 1,playing,2S;6S;3D,,,6S,,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D;6D;KS;QS,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS,10,2;3;5;0,
2025-02-21T09:23:53.772808,ML Agent 2,playing,7C;3H;6H,,,7C,1:6S,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D;TH;4S;8H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS,10,2;3;5;0,
2025-02-21T09:23:54.275740,ML Agent 3,playing,4C;6C;3S,,,3S,1:6S;2:7C,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD;7D;8S;7S;5S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS,10,2;3;5;0,
2025-02-21T09:23:55.687038,ML Agent 1,playing,2S;3D,,,3D,,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D;6D;KS;QS;6S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS;6S;7C;3S;2D,11,2;4;5;0,
2025-02-21T09:23:56.188485,ML Agent 2,playing,3H;6H,,,6H,1:3D,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D;TH;4S;8H;7C,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS;6S;7C;3S;2D,11,2;4;5;0,
2025-02-21T09:23:56.691348,ML Agent 3,playing,4C;6C,,,6C,1:3D;2:6H,HIGH,0:5C;3:7D,3H;7C;2D;8S;5D;8C;JC;TS;JS;QD;KC;KS;AD;KC;JH;AS;JS;8C;TD;7D;8S;7S;5S;3S,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS;6S;7C;3S;2D,11,2;4;5;0,
2025-02-21T09:23:58.473938,ML Agent 1,playing,2S,,,2S,,HIGH,0:5C;3:7D,AH;2C;2S;4S;3D;4C;6C;6D;8D;9D;TC;TD;QC;TC;9H;4H;2H;AD;9D;8D;6D;KS;QS;6S;3D,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS;6S;7C;3S;2D;3D;6H;6C;9C,12,2;5;5;0,
2025-02-21T09:23:58.976455,ML Agent 2,playing,3H,,,3H,1:2S,HIGH,0:5C;3:7D,2H;3C;8H;3S;4D;9H;5C;5S;6S;JD;AC;JH;QS;AC;AH;KH;QH;JC;JD;4D;TH;4S;8H;7C;6H,2H;3H;4H;AH;2C;3C;7C;9C;5H;2S;8H;2D;3S;8S;7S;4S;5D;7D;3D;4D;6H;4C;9H;8C;5C;JC;AS;6C;TS;9S;6D;5S;JS;KD;8D;6S;QD;KH;9D;JD;KC;QH;TC;AC;JH;KS;TH;TD;QS;AD;7H;QC;3C;TC;AC;KC;AH;JH;5H;9H;KH;AS;7H;4H;QH;JS;2C;2H;JC;8C;5C;AD;JD;TD;KD;9D;QD;8D;4D;7D;5D;6D;TH;8S;KS;4S;7S;9S;QS;8H;5S;TS;6S;7C;3S;2D;3D;6H;6C;9C,12,2;5;5;0,
